package	file	line	decision	container	kind	name	ts_signature	declared_go_ref	mapped_go_declarations	mapping	ruling_note
core/tools	src/index.ts	58	GO_NATIVE		reexport	ParameterPropertySpec	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。这是一层**类型层**的 DSL，存在的唯一理由是让 InferValue<Spec> 在编译期把 spec 算成 TS 类型。Go 没有类型层计算，照搬只会得到 tools.Node 的一个影子外加一道转换。工具作者直接写 tools.Node，参数和输出契约都是它。
core/tools	src/index.ts	58	GO_NATIVE		reexport	ParameterSchemaSpec	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。这是一层**类型层**的 DSL，存在的唯一理由是让 InferValue<Spec> 在编译期把 spec 算成 TS 类型。Go 没有类型层计算，照搬只会得到 tools.Node 的一个影子外加一道转换。工具作者直接写 tools.Node，参数和输出契约都是它。
core/tools	src/index.ts	58	GO_NATIVE		reexport	StringValueSchemaSpec	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。这是一层**类型层**的 DSL，存在的唯一理由是让 InferValue<Spec> 在编译期把 spec 算成 TS 类型。Go 没有类型层计算，照搬只会得到 tools.Node 的一个影子外加一道转换。工具作者直接写 tools.Node，参数和输出契约都是它。
core/tools	src/index.ts	58	PORTED		reexport	ToolArgsError	export {	tools.ArgsError	tools.ArgsError [core/tools/definition.go:122] type ArgsError struct { // Violations 是按校验顺序排的违规说明。 Violations []string }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	58	GO_NATIVE		reexport	ValueSchemaAnnotations	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。这是一层**类型层**的 DSL，存在的唯一理由是让 InferValue<Spec> 在编译期把 spec 算成 TS 类型。Go 没有类型层计算，照搬只会得到 tools.Node 的一个影子外加一道转换。工具作者直接写 tools.Node，参数和输出契约都是它。
core/tools	src/index.ts	58	GO_NATIVE		reexport	ValueSchemaSpec	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。这是一层**类型层**的 DSL，存在的唯一理由是让 InferValue<Spec> 在编译期把 spec 算成 TS 类型。Go 没有类型层计算，照搬只会得到 tools.Node 的一个影子外加一道转换。工具作者直接写 tools.Node，参数和输出契约都是它。
core/tools	src/index.ts	58	GO_NATIVE		reexport	defineTool	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。defineTool 的活是把 spec 推成 TS 类型、再包一层拿到类型化参数的执行体。Go 这边直接造一份 tools.Definition 交给 Runtime.Register，参数由 tools.ValidateValue 验、由 encoding/json 解到执行体自己的结构体上。
core/tools	src/index.ts	58	GO_NATIVE		reexport	parameterSchemaSpecToJsonSchema	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。spec → JSON Schema 的转换。Go 这边工具作者直接写 tools.Node，没有 spec 那一层，也就没有要转的东西；tools.Node.MarshalJSON 负责排成发给提供方的那一份。
core/tools	src/index.ts	58	PORTED		reexport	validateArgs	export {	tools.ValidateValue	tools.ValidateValue [core/tools/jsonvalue.go:27] func(schema Node, value json.RawMessage, path string) []string	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	58	GO_NATIVE		reexport	valueSchemaSpecToJsonSchema	export {			GO_NATIVE	Go 同包内直接可见，没有再导出这一步。spec → JSON Schema 的转换。Go 这边工具作者直接写 tools.Node，没有 spec 那一层，也就没有要转的东西；tools.Node.MarshalJSON 负责排成发给提供方的那一份。
core/tools	src/index.ts	83	PORTED		reexport	JsonSchemaError	export {	tools.SchemaError	tools.SchemaError [core/tools/jsonschema.go:437] type SchemaError struct { // Violations 是按遍历顺序排的全部违规说明。 Violations []string }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	PORTED		reexport	JsonSchemaNode	export {	tools.Node	tools.Node [core/tools/jsonschema.go:74] type Node struct { // Type 是这个节点的类型，空串表示没写。 Type SchemaType // OneOf 是「恰好命中其中一支」，至少要两支。 OneOf []Node // Properties 是对象的属性表，按书写顺序。 Properties []Property // Required 是必填属性名，每一个都必须在 Properties 里出现过。 Required []string // AdditionalProperties 只有显式写成 false 才会拒绝未声明的属性。 AdditionalProperties *bool // Items 是数组元素的 schema。 // // 这是本类型里**唯一**可能成环的字段：OneOf 和 Properties 装的是值， // 赋值即拷贝，环绕不回来；只有这个指针能指回祖先。 Items *Node // Enum 是取值白名单，每一项都必须是 Type 那种标量。 Enum []json.RawMessage // Const 是钉死的取值，必须是 Type 那种标量。 Const json.RawMessage // Description 是给模型看的说明。 Description string // Title 是给模型看的标题。 Title string // Default 是注解性的默认值，本包不拿它做任何判断，只要求它是合法 JSON。 Default json.RawMessage // Examples 是注解性的示例，同上。 Examples []json.RawMessage }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	GO_NATIVE		reexport	JsonSchemaScalar	export {			GO_NATIVE	转出去的那个东西本身就是 GO_NATIVE，见 src/json-schema.ts:18 那一行。
core/tools	src/index.ts	83	PORTED		reexport	JsonSchemaType	export {	tools.SchemaType	tools.SchemaType [core/tools/jsonschema.go:24] type SchemaType string	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	PORTED		reexport	ObjectJsonSchema	export {	tools.AssertObjectSchema	tools.AssertObjectSchema [core/tools/jsonschema.go:488] func(node Node) error	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	PORTED		reexport	assertObjectJsonSchema	export {	tools.AssertObjectSchema	tools.AssertObjectSchema [core/tools/jsonschema.go:488] func(node Node) error	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	PORTED		reexport	assertSupportedJsonSchema	export {	tools.AssertSupportedSchema	tools.AssertSupportedSchema [core/tools/jsonschema.go:473] func(node Node) error	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	83	PORTED		reexport	validateJsonSchemaValue	export {	tools.ValidateValue	tools.ValidateValue [core/tools/jsonvalue.go:27] func(schema Node, value json.RawMessage, path string) []string	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	94	PENDING		reexport-type	PtcDispatchEventData	export type { PtcDispatchEventData, PtcDispatchStartEventData } from './types.ts'			PENDING	
core/tools	src/index.ts	94	PENDING		reexport-type	PtcDispatchStartEventData	export type { PtcDispatchEventData, PtcDispatchStartEventData } from './types.ts'			PENDING	
core/tools	src/index.ts	96	SKIP		reexport	CodeRunFailedError	export { CodeRunFailedError, RUN_CODE_NAME } from './ptc.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	96	SKIP		reexport	RUN_CODE_NAME	export { CodeRunFailedError, RUN_CODE_NAME } from './ptc.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	97	SKIP		reexport	jsonSchemaToTs	export { jsonSchemaToTs, renderToolsSdk } from './ts-types.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	97	SKIP		reexport	renderToolsSdk	export { jsonSchemaToTs, renderToolsSdk } from './ts-types.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	98	SKIP		reexport	jsonSchemaToPy	export { jsonSchemaToPy, renderToolsSdkPy } from './py-types.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	98	SKIP		reexport	renderToolsSdkPy	export { jsonSchemaToPy, renderToolsSdkPy } from './py-types.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。Code Mode 整块不移，理由见 docs/portmap/decisions.md 的「core/tools —— Code Mode 整块不移」：它要 Node 的 worker thread 跑模型现写的 TS/Python 程序，Go 这一侧没有这个前提。
core/tools	src/index.ts	99	SKIP		reexport	ContentToolFixtureOptions	export { defineContentToolFixture, type ContentToolFixtureOptions } from './testing.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。并且这个夹具本身是仓库自用的 @internal 测试件，不移。
core/tools	src/index.ts	99	SKIP		reexport	defineContentToolFixture	export { defineContentToolFixture, type ContentToolFixtureOptions } from './testing.ts'			SKIP	Go 同包内直接可见，没有再导出这一步。并且这个夹具本身是仓库自用的 @internal 测试件，不移。
core/tools	src/index.ts	104	PORTED		reexport-type	DiffCallView	export type {	tools.DiffCallView	"tools.DiffCallView [core/tools/presentation.go:123] type DiffCallView struct { Title string `json:""title""` Diffs []FileDiff `json:""diffs""` Locations []FileLocation `json:""locations,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	DiffResultView	export type {	tools.DiffResultView	"tools.DiffResultView [core/tools/presentation.go:214] type DiffResultView struct { Title string `json:""title,omitempty""` Diffs []FileDiff `json:""diffs""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	FileDiff	export type {	tools.FileDiff	"tools.FileDiff [core/tools/presentation.go:53] type FileDiff struct { Path string `json:""path""` // OldText 是改之前的全文；nil 表示这个文件是**新建**的。 // // 这里的 nil 和空串是两件事：空串是「本来就是个空文件」。 OldText *string `json:""oldText""` // NewText 是改之后的全文。 NewText string `json:""newText""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	FileLocation	export type {	tools.FileLocation	"tools.FileLocation [core/tools/presentation.go:41] type FileLocation struct { Path string `json:""path""` // Line 是行号，没有就是 nil。 // // 新增: DSH 是 `line?: number`。这里用指针：第 0 行不是一个合法行号， // 但把「没给行号」和「给了 0」拧成同一件事仍然会让界面跳到一个它不该跳的地方。 Line *int `json:""line,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	GenericCallView	export type {	tools.GenericCallView	"tools.GenericCallView [core/tools/presentation.go:77] type GenericCallView struct { Title string `json:""title""` // Kind 是这次调用大致在做什么，空串表示没说。 Kind CallKind `json:""kind,omitempty""` // RawInput 是原样展示的入参。 RawInput json.RawMessage `json:""rawInput,omitempty""` // Content 是要一并展示的内容块。 Content llm.Content `json:""content,omitempty""` // Locations 是这次调用涉及的文件位置。 Locations []FileLocation `json:""locations,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	GenericResultView	export type {	tools.GenericResultView	"tools.GenericResultView [core/tools/presentation.go:174] type GenericResultView struct { Title string `json:""title,omitempty""` Content llm.Content `json:""content,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	ReadFileLine	export type {	tools.ReadFileLine	"tools.ReadFileLine [core/tools/presentation.go:142] type ReadFileLine struct { Number int `json:""number""` Text string `json:""text""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	ReadResultView	export type {	tools.ReadResultView	"tools.ReadResultView [core/tools/presentation.go:290] type ReadResultView struct { Title string `json:""title,omitempty""` Path string `json:""path""` // Offset 是这一段从第几行开始。 Offset int `json:""offset""` Lines []ReadFileLine `json:""lines""` // TotalLines 是整个文件一共多少行。 TotalLines int `json:""totalLines""` // Lang 是高亮用的语言标识。 Lang string `json:""lang,omitempty""` Content llm.Content `json:""content,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	SearchFileMatches	export type {	tools.SearchFileMatches	"tools.SearchFileMatches [core/tools/presentation.go:240] type SearchFileMatches struct { Path string `json:""path""` Matches []SearchLineMatch `json:""matches""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	SearchLineMatch	export type {	tools.SearchLineMatch	"tools.SearchLineMatch [core/tools/presentation.go:232] type SearchLineMatch struct { LineNumber int `json:""lineNumber""` Line string `json:""line""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	SearchMatchesResultView	export type {	tools.SearchMatchesResultView	"tools.SearchMatchesResultView [core/tools/presentation.go:248] type SearchMatchesResultView struct { Title string `json:""title,omitempty""` Files []SearchFileMatches `json:""files""` // Truncated 表示这份结果被截断过。 Truncated bool `json:""truncated""` // Total 是截断之前一共有多少条。 Total int `json:""total""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	SearchPathsResultView	export type {	tools.SearchPathsResultView	"tools.SearchPathsResultView [core/tools/presentation.go:270] type SearchPathsResultView struct { Title string `json:""title,omitempty""` Paths []string `json:""paths""` Truncated bool `json:""truncated""` Total int `json:""total""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	SearchResultView	export type {	tools.ResultView	tools.ResultView [core/tools/presentation.go:165] type ResultView interface { // Card 是这张卡片的判别标签。 Card() string sealedResultView() }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。中间那层联合在 Go 里没有单独类型，两支靠 shape 第二层标签分辨。
core/tools	src/index.ts	104	PORTED		reexport-type	TerminalCallView	export type {	tools.TerminalCallView	"tools.TerminalCallView [core/tools/presentation.go:102] type TerminalCallView struct { Title string `json:""title""` // Description 是这条命令在干什么的一句话。 Description string `json:""description,omitempty""` // Cwd 是执行时的工作目录。 Cwd string `json:""cwd,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	TerminalResultView	export type {	tools.TerminalResultView	"tools.TerminalResultView [core/tools/presentation.go:192] type TerminalResultView struct { Title string `json:""title,omitempty""` Output string `json:""output,omitempty""` // ExitCode 是退出码，没有就是 nil——零是「正常退出」，不是「没有退出码」。 ExitCode *int `json:""exitCode,omitempty""` // Signal 是被哪个信号打断的。 Signal string `json:""signal,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	ToolCallKind	export type {	tools.CallKind	tools.CallKind [core/tools/presentation.go:25] type CallKind string	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	ToolCallView	export type {	tools.CallView	tools.CallView [core/tools/presentation.go:68] type CallView interface { // Card 是这张卡片的判别标签。 Card() string sealedCallView() }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	ToolResultView	export type {	tools.ResultView	tools.ResultView [core/tools/presentation.go:165] type ResultView interface { // Card 是这张卡片的判别标签。 Card() string sealedResultView() }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	WebFetchResultView	export type {	tools.WebFetchResultView	"tools.WebFetchResultView [core/tools/presentation.go:347] type WebFetchResultView struct { Title string `json:""title,omitempty""` URL string `json:""url""` StatusCode int `json:""statusCode""` Truncated bool `json:""truncated""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	WebResultView	export type {	tools.ResultView	tools.ResultView [core/tools/presentation.go:165] type ResultView interface { // Card 是这张卡片的判别标签。 Card() string sealedResultView() }	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。中间那层联合在 Go 里没有单独类型，两支靠 kind 第二层标签分辨。
core/tools	src/index.ts	104	PORTED		reexport-type	WebSearchResultView	export type {	tools.WebSearchResultView	"tools.WebSearchResultView [core/tools/presentation.go:327] type WebSearchResultView struct { Title string `json:""title,omitempty""` Sources []WebSource `json:""sources""` Answer string `json:""answer,omitempty""` Truncated bool `json:""truncated""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	104	PORTED		reexport-type	WebSource	export type {	tools.WebSource	"tools.WebSource [core/tools/presentation.go:316] type WebSource struct { URL string `json:""url""` Title string `json:""title,omitempty""` Snippet string `json:""snippet,omitempty""` // PublishedAt 是发布时间，原样保管，本包不解释它的格式。 PublishedAt string `json:""publishedAt,omitempty""` }"	PORTED_TOP_MAPPED	Go 同包内直接可见，没有再导出这一步。
core/tools	src/index.ts	204	PORTED		interface	ToolOutputDefinition	export interface ToolOutputDefinition {	tools.OutputDefinition	tools.OutputDefinition [core/tools/definition.go:361] type OutputDefinition struct { // Schema 是每个成功值都要满足的输出契约。 Schema Node // Render 是从「验过的参数和值」到「给模型看的内容」的纯投影。 Render func(args json.RawMessage, value json.RawMessage) (llm.Content, error) // PresentationMeta 是可重放的呈现投影，只在顶层调用上算，可以为 nil。 PresentationMeta func(args json.RawMessage, value json.RawMessage) (json.RawMessage, error) }	PORTED_TOP_MAPPED	
core/tools	src/index.ts	206	PORTED	ToolOutputDefinition	property	schema	readonly schema: JsonSchemaNode	tools.OutputDefinition	tools.OutputDefinition.Schema [core/tools/definition.go:363] Schema Node	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	208	PORTED	ToolOutputDefinition	method	render	render(args: unknown, value: JsonValue): ContentBlock[]	tools.OutputDefinition	tools.OutputDefinition.Render [core/tools/definition.go:365] Render func(args json.RawMessage, value json.RawMessage) (llm.Content, error)	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	210	PORTED	ToolOutputDefinition	method	presentationMeta	presentationMeta?(args: unknown, value: JsonValue): JsonValue	tools.OutputDefinition	tools.OutputDefinition.PresentationMeta [core/tools/definition.go:367] PresentationMeta func(args json.RawMessage, value json.RawMessage) (json.RawMessage, error)	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	214	PORTED		interface	ToolDefinition	export interface ToolDefinition extends ToolSchema {	tools.Definition	tools.Definition [core/tools/definition.go:373] type Definition struct { // Name 是工具名，模型按这个名字调它。 Name string // Description 是给模型看的工具说明。 Description string // Parameters 是参数的 schema，必须是对象根。 Parameters Node // Output 是返回值的声明，必填。 Output OutputDefinition // Execute 跑一次已经放行的调用，只交出它那份权威的 JSON 值。 // // 异步的工作要观察或者转发 ctx：本包保证调用方的取消能传到这里， // 但它**杀不掉**同进程里的代码，只能等这次执行自己收敛。 Execute func(ctx context.Context, args json.RawMessage, exec *RunContext) (json.RawMessage, error) // FinalizeContent 是给模型看的内容在落地之前最后一次改写的机会。 // // 本包在调用**刚开始**时就把这个函数快照下来，然后对每一份规范化过的结果 // 恰好调它一次——包括那些绕过了后置策略的管线失败。返回 nil 表示不改； // 结果里除了内容之外的每一个字段都仍然归本包所有。 FinalizeContent func(exec Execution, result Result) llm.Content // Timeout 是这次调用的协作式超时预算，零表示不设。 // // 它由 guard/timeoutpolicy 那一层（一个围绕派发的包装）执行，**永远不会**发给模型。 // 声明它就是在断言这个工具会把 ctx 转发给一个取消时收得住的实现。 Timeout time.Duration // IsConcurrencySafe 是「这次调用能不能和兄弟调用重叠」的纯同步判定。 // // 只有明确返回 true 才算加入并行组；不声明、panic、返回 false 都是独占。 // 这个信息永远不会被模型看到。 IsConcurrencySafe func(args json.RawMessage) bool // PresentCall 是这次调用**进行中**在界面上的样子，返回 nil 表示用通用卡片。 // // 必须是纯函数：界面会在实时流式和会话重放两种场合调它，所以它只能依赖 args。 PresentCall func(args json.RawMessage) CallView // PresentResult 是这次调用**已完成**在界面上的样子，返回 nil 表示保持原样。 // // 纯函数的理由和 PresentCall 一样。 PresentResult func(args json.RawMessage, result PresentedResult) ResultView }	PORTED_TOP_MAPPED	
core/tools	src/index.ts	216	PORTED	ToolDefinition	property	output	readonly output: ToolOutputDefinition	tools.Definition	tools.OutputDefinition [core/tools/definition.go:361] type OutputDefinition struct { // Schema 是每个成功值都要满足的输出契约。 Schema Node // Render 是从「验过的参数和值」到「给模型看的内容」的纯投影。 Render func(args json.RawMessage, value json.RawMessage) (llm.Content, error) // PresentationMeta 是可重放的呈现投影，只在顶层调用上算，可以为 nil。 PresentationMeta func(args json.RawMessage, value json.RawMessage) (json.RawMessage, error) }	PORTED_MEMBER_SOURCE_MAPPED	
core/tools	src/index.ts	227	PORTED	ToolDefinition	method	execute	execute(args: unknown, exec: ToolRunContext): Promise<unknown>	tools.Definition	tools.Definition.Execute [core/tools/definition.go:387] Execute func(ctx context.Context, args json.RawMessage, exec *RunContext) (json.RawMessage, error)	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	239	PORTED	ToolDefinition	method	finalizeContent	finalizeContent?(exec: Readonly<ToolExecution>, result: Readonly<ToolExecutionResult>): ContentBlock[] | undefined	tools.Definition	tools.Definition.FinalizeContent [core/tools/definition.go:394] FinalizeContent func(exec Execution, result Result) llm.Content	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	247	PORTED	ToolDefinition	property	timeoutMs	timeoutMs?: number	tools.Definition		PORTED_MEMBER_UNMAPPED	
core/tools	src/index.ts	261	PORTED	ToolDefinition	method	isConcurrencySafe	isConcurrencySafe?(args: unknown): boolean	tools.Definition	tools.Definition.IsConcurrencySafe [core/tools/definition.go:406] IsConcurrencySafe func(args json.RawMessage) bool	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	271	PORTED	ToolDefinition	method	presentCall	presentCall?(args: unknown): ToolCallView | undefined	tools.Definition	tools.Definition.PresentCall [core/tools/definition.go:411] PresentCall func(args json.RawMessage) CallView	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	279	PORTED	ToolDefinition	method	presentResult	presentResult?(args: unknown, result: ToolResult): ToolResultView | undefined	tools.Definition	tools.Definition.PresentResult [core/tools/definition.go:416] PresentResult func(args json.RawMessage, result PresentedResult) ResultView	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	283	PORTED		interface	ToolResult	export interface ToolResult {	tools.PresentedResult	tools.PresentedResult [core/tools/definition.go:345] type PresentedResult struct { // Content 是最终给模型看的内容（失败时是渲染好的错误文本）。 Content llm.Content // IsError 表示这次调用失败了。 IsError bool // Meta 是工具自己的呈现载荷；工具没声明投影、或者这次调用嵌在复合工具下面时为 nil。 Meta json.RawMessage }	PORTED_TOP_MAPPED	
core/tools	src/index.ts	285	PORTED	ToolResult	property	content	content: ContentBlock[]	tools.PresentedResult	tools.Definition [core/tools/definition.go:373] type Definition struct { // Name 是工具名，模型按这个名字调它。 Name string // Description 是给模型看的工具说明。 Description string // Parameters 是参数的 schema，必须是对象根。 Parameters Node // Output 是返回值的声明，必填。 Output OutputDefinition // Execute 跑一次已经放行的调用，只交出它那份权威的 JSON 值。 // // 异步的工作要观察或者转发 ctx：本包保证调用方的取消能传到这里， // 但它**杀不掉**同进程里的代码，只能等这次执行自己收敛。 Execute func(ctx context.Context, args json.RawMessage, exec *RunContext) (json.RawMessage, error) // FinalizeContent 是给模型看的内容在落地之前最后一次改写的机会。 // // 本包在调用**刚开始**时就把这个函数快照下来，然后对每一份规范化过的结果 // 恰好调它一次——包括那些绕过了后置策略的管线失败。返回 nil 表示不改； // 结果里除了内容之外的每一个字段都仍然归本包所有。 FinalizeContent func(exec Execution, result Result) llm.Content // Timeout 是这次调用的协作式超时预算，零表示不设。 // // 它由 guard/timeoutpolicy 那一层（一个围绕派发的包装）执行，**永远不会**发给模型。 // 声明它就是在断言这个工具会把 ctx 转发给一个取消时收得住的实现。 Timeout time.Duration // IsConcurrencySafe 是「这次调用能不能和兄弟调用重叠」的纯同步判定。 // // 只有明确返回 true 才算加入并行组；不声明、panic、返回 false 都是独占。 // 这个信息永远不会被模型看到。 IsConcurrencySafe func(args json.RawMessage) bool // PresentCall 是这次调用**进行中**在界面上的样子，返回 nil 表示用通用卡片。 // // 必须是纯函数：界面会在实时流式和会话重放两种场合调它，所以它只能依赖 args。 PresentCall func(args json.RawMessage) CallView // PresentResult 是这次调用**已完成**在界面上的样子，返回 nil 表示保持原样。 // // 纯函数的理由和 PresentCall 一样。 PresentResult func(args json.RawMessage, result PresentedResult) ResultView }	PORTED_MEMBER_SOURCE_MAPPED	
core/tools	src/index.ts	287	PORTED	ToolResult	property	isError	isError: boolean	tools.PresentedResult	tools.Definition [core/tools/definition.go:373] type Definition struct { // Name 是工具名，模型按这个名字调它。 Name string // Description 是给模型看的工具说明。 Description string // Parameters 是参数的 schema，必须是对象根。 Parameters Node // Output 是返回值的声明，必填。 Output OutputDefinition // Execute 跑一次已经放行的调用，只交出它那份权威的 JSON 值。 // // 异步的工作要观察或者转发 ctx：本包保证调用方的取消能传到这里， // 但它**杀不掉**同进程里的代码，只能等这次执行自己收敛。 Execute func(ctx context.Context, args json.RawMessage, exec *RunContext) (json.RawMessage, error) // FinalizeContent 是给模型看的内容在落地之前最后一次改写的机会。 // // 本包在调用**刚开始**时就把这个函数快照下来，然后对每一份规范化过的结果 // 恰好调它一次——包括那些绕过了后置策略的管线失败。返回 nil 表示不改； // 结果里除了内容之外的每一个字段都仍然归本包所有。 FinalizeContent func(exec Execution, result Result) llm.Content // Timeout 是这次调用的协作式超时预算，零表示不设。 // // 它由 guard/timeoutpolicy 那一层（一个围绕派发的包装）执行，**永远不会**发给模型。 // 声明它就是在断言这个工具会把 ctx 转发给一个取消时收得住的实现。 Timeout time.Duration // IsConcurrencySafe 是「这次调用能不能和兄弟调用重叠」的纯同步判定。 // // 只有明确返回 true 才算加入并行组；不声明、panic、返回 false 都是独占。 // 这个信息永远不会被模型看到。 IsConcurrencySafe func(args json.RawMessage) bool // PresentCall 是这次调用**进行中**在界面上的样子，返回 nil 表示用通用卡片。 // // 必须是纯函数：界面会在实时流式和会话重放两种场合调它，所以它只能依赖 args。 PresentCall func(args json.RawMessage) CallView // PresentResult 是这次调用**已完成**在界面上的样子，返回 nil 表示保持原样。 // // 纯函数的理由和 PresentCall 一样。 PresentResult func(args json.RawMessage, result PresentedResult) ResultView }	PORTED_MEMBER_SOURCE_MAPPED	
core/tools	src/index.ts	294	PORTED	ToolResult	property	meta	meta?: JsonValue	tools.PresentedResult	tools.PresentedResult.Meta [core/tools/definition.go:351] Meta json.RawMessage	PORTED_MEMBER_NAME_MAPPED	
core/tools	src/index.ts	300	PORTED		type	ToolExecutionToken	export type ToolExecutionToken = symbol & { readonly [toolExecutionTokenBrand]: true }	tools.ExecutionToken	tools.ExecutionToken [core/tools/definition.go:166] type ExecutionToken struct{ id uint64 }	PORTED_TOP_MAPPED	DSH 用 JS 的 Symbol 做进程内唯一身份，Go 里是一个装着自增计数的不透明结构体，同样比得了、印得出、造不出假的。
